epoch,train_loss,valid_loss,dice,time
0,0.9389868974685669,0.7479972839355469,0.3623578695391981,00:40
1,0.8875105977058411,0.7244376540184021,0.4298114894568214,00:40
2,0.7826043367385864,0.6830891966819763,0.4115738155253347,00:40
3,0.6786931157112122,0.6144071221351624,0.5053393535440407,00:40
4,0.5351411700248718,0.5663028359413147,0.47124491814086367,00:40
5,0.4343118369579315,0.5040075778961182,0.4998071070341635,00:40
6,0.3624975383281708,0.4880093038082123,0.45521305328006073,00:40
7,0.34593743085861206,0.4291391670703888,0.5349658789195357,00:40
8,0.32566404342651367,0.4170987010002136,0.4942315373951456,00:40
9,0.3178602457046509,0.4893164336681366,0.42379575895319843,00:40
10,0.299664705991745,0.42913904786109924,0.5285059238251743,00:40
11,0.30881401896476746,0.4154985547065735,0.5042837988318978,00:40
12,0.3045635223388672,0.4416130781173706,0.5080259210918,00:40
13,0.2950238585472107,0.40588104724884033,0.556272580042357,00:40
14,0.2934591472148895,0.4118962585926056,0.5408464813423491,00:40
15,0.26358553767204285,0.4286262094974518,0.5146681480305796,00:40
16,0.26108813285827637,0.43326911330223083,0.5231187916723363,00:40
17,0.2651861608028412,0.4573838412761688,0.5092782363042153,00:40
18,0.25258514285087585,0.3870416283607483,0.5728924785461887,00:40
19,0.24690046906471252,0.3870004415512085,0.568341813619572,00:40
20,0.24772366881370544,0.4088296592235565,0.5467085600429151,00:40
21,0.2283633053302765,0.403409868478775,0.5530203897123551,00:40
22,0.2500520646572113,0.3990272581577301,0.5676535356006851,00:40
23,0.2335589975118637,0.39461514353752136,0.569922480620155,00:40
24,0.24222899973392487,0.3871636986732483,0.5717927534521421,00:40
